Deduped.author.names,Author.Keywords
"Preim, U.",line predicates
"Preim, U.",vortex extraction
"Theisel, H.",4D pc-mri
"Theisel, H.",cardiac blood flow
"Theisel, H.",hemodynamics
"Theisel, H.",line predicates
"Theisel, H.",vortex extraction
"Gutberlet, M.",4D pc-mri
"Gutberlet, M.",cardiac blood flow
"Gutberlet, M.",hemodynamics
"Gutberlet, M.",line predicates
"Gutberlet, M.",vortex extraction
"Preim, B.",4D pc-mri
"Preim, B.",cardiac blood flow
"Preim, B.",hemodynamics
"Preim, B.",line predicates
"Preim, B.",vortex extraction
"Athawale, T.",Uncertainty quantification
"Athawale, T.",linear interpolation
"Athawale, T.",isosurface extraction
"Athawale, T.",marching cubes
"Entezari, A.",Uncertainty quantification
"Entezari, A.",linear interpolation
"Entezari, A.",isosurface extraction
"Entezari, A.",marching cubes
"Auzinger, T.",Reformation
"Auzinger, T.",volume rendering
"Auzinger, T.",surface approximation
"Mistelbauer, G.",Reformation
"Mistelbauer, G.",volume rendering
"Mistelbauer, G.",surface approximation
"Baclija, I.",Reformation
"Baclija, I.",volume rendering
"Baclija, I.",surface approximation
"Schernthaner, R.",Reformation
"Schernthaner, R.",volume rendering
"Schernthaner, R.",surface approximation
"Kochl, A.",Reformation
"Kochl, A.",volume rendering
"Kochl, A.",surface approximation
"Wimmer, M.",Reformation
"Wimmer, M.",volume rendering
"Wimmer, M.",surface approximation
"Groller, E.",Reformation
"Groller, E.",volume rendering
"Groller, E.",surface approximation
"Bruckner, S.",Reformation
"Bruckner, S.",volume rendering
"Bruckner, S.",surface approximation
"Szymczak, A.",Morse connection graph
"Szymczak, A.",vector field topology
"Sipeki, L.",Morse connection graph
"Sipeki, L.",vector field topology
"Muhlbacher, T.",Regression
"Muhlbacher, T.",model building
"Muhlbacher, T.",visual knowledge discovery
"Muhlbacher, T.",feature selection
"Muhlbacher, T.",data partitioning
"Muhlbacher, T.",guided visualization
"Piringer, H.",Regression
"Piringer, H.",model building
"Piringer, H.",visual knowledge discovery
"Piringer, H.",feature selection
"Piringer, H.",data partitioning
"Piringer, H.",guided visualization
"Walker, R.",Human terrain analysis
"Walker, R.",provenance
"Walker, R.",framework
"Walker, R.",bookmarks
"Walker, R.",narratives
"Slingsby, A.",Human terrain analysis
"Slingsby, A.",provenance
"Slingsby, A.",framework
"Slingsby, A.",bookmarks
"Slingsby, A.",narratives
"Dykes, J.",Human terrain analysis
"Dykes, J.",provenance
"Dykes, J.",framework
"Dykes, J.",bookmarks
"Dykes, J.",narratives
Kai Xu,Human terrain analysis
Kai Xu,provenance
Kai Xu,framework
Kai Xu,bookmarks
Kai Xu,narratives
"Wood, J.",Human terrain analysis
"Wood, J.",provenance
"Wood, J.",framework
"Wood, J.",bookmarks
"Wood, J.",narratives
"Nguyen, P.H.",Human terrain analysis
"Nguyen, P.H.",provenance
"Nguyen, P.H.",framework
"Nguyen, P.H.",bookmarks
"Nguyen, P.H.",narratives
"Stephens, D.",Human terrain analysis
"Stephens, D.",provenance
"Stephens, D.",framework
"Stephens, D.",bookmarks
"Stephens, D.",narratives
"Wong, B.L.W.",Human terrain analysis
"Wong, B.L.W.",provenance
"Wong, B.L.W.",framework
"Wong, B.L.W.",bookmarks
"Wong, B.L.W.",narratives
Yongjun Zheng,Human terrain analysis
Yongjun Zheng,provenance
Yongjun Zheng,framework
Yongjun Zheng,bookmarks
Yongjun Zheng,narratives
"Broeksema, B.",Decision support systems
"Broeksema, B.",model validation and analysis
"Broeksema, B.",multivariate Statistics
"Broeksema, B.",program analysis
"Baudel, T.",Decision support systems
"Baudel, T.",model validation and analysis
"Baudel, T.",multivariate Statistics
"Baudel, T.",program analysis
"Telea, A.",Decision support systems
"Telea, A.",model validation and analysis
"Telea, A.",multivariate Statistics
"Telea, A.",program analysis
"Crisafulli, P.",Decision support systems
"Crisafulli, P.",model validation and analysis
"Crisafulli, P.",multivariate Statistics
"Crisafulli, P.",program analysis
"Gleicher, M.",High-dimensional spaces
"Gleicher, M.",exploration
"Gleicher, M.",support vector machines
Wenwen Dou,Hierarchical topic representation
Wenwen Dou,topic modeling
Wenwen Dou,visual analytics
Wenwen Dou,rose tree
Li Yu,Hierarchical topic representation
Li Yu,topic modeling
Li Yu,visual analytics
Li Yu,rose tree
Xiaoyu Wang,Hierarchical topic representation
Xiaoyu Wang,topic modeling
Xiaoyu Wang,visual analytics
Xiaoyu Wang,rose tree
Zhiqiang Ma,Hierarchical topic representation
Zhiqiang Ma,topic modeling
Zhiqiang Ma,visual analytics
Zhiqiang Ma,rose tree
"Ribarsky, W.",Hierarchical topic representation
"Ribarsky, W.",topic modeling
"Ribarsky, W.",visual analytics
"Ribarsky, W.",rose tree
"Willett, W.",Crowdsourcing
"Willett, W.",social data analysis
"Ginosar, S.",Crowdsourcing
"Ginosar, S.",social data analysis
"Steinitz, A.",Crowdsourcing
"Steinitz, A.",social data analysis
"Hartmann, B.",Crowdsourcing
"Hartmann, B.",social data analysis
"Agrawala, M.",Crowdsourcing
"Agrawala, M.",social data analysis
Jian Zhao,Faceted browsing
Jian Zhao,network exploration
Jian Zhao,dynamic query
Jian Zhao,interaction
Jian Zhao,information visualization
Jian Zhao,visual analytics
"Collins, C.",Faceted browsing
"Collins, C.",network exploration
"Collins, C.",dynamic query
"Collins, C.",interaction
"Collins, C.",information visualization
"Collins, C.",visual analytics
"Chevalier, F.",Faceted browsing
"Chevalier, F.",network exploration
"Chevalier, F.",dynamic query
"Chevalier, F.",interaction
"Chevalier, F.",information visualization
"Chevalier, F.",visual analytics
"Balakrishnan, R.",Faceted browsing
"Balakrishnan, R.",network exploration
"Balakrishnan, R.",dynamic query
"Balakrishnan, R.",interaction
"Balakrishnan, R.",information visualization
"Balakrishnan, R.",visual analytics
"Meghdadi, A.H.",Video visual analytics
"Meghdadi, A.H.",surveillance video
"Meghdadi, A.H.",video visualization
"Meghdadi, A.H.",video summarization
"Meghdadi, A.H.",video browsing and exploration
"Irani, P.",Video visual analytics
"Irani, P.",surveillance video
"Irani, P.",video visualization
"Irani, P.",video summarization
"Irani, P.",video browsing and exploration
"Bernard, J.",Visual analytics
"Bernard, J.",exploratory search
"Bernard, J.",multivariate time series
"Bernard, J.",motion capture data
"Bernard, J.",data aggregation
"Bernard, J.",cluster glyph
"Wilhelm, N.",Visual analytics
"Wilhelm, N.",exploratory search
"Wilhelm, N.",multivariate time series
"Wilhelm, N.",motion capture data
"Wilhelm, N.",data aggregation
"Wilhelm, N.",cluster glyph
"Kruger, B.",Visual analytics
"Kruger, B.",exploratory search
"Kruger, B.",multivariate time series
"Kruger, B.",motion capture data
"Kruger, B.",data aggregation
"Kruger, B.",cluster glyph
"May, T.",Visual analytics
"May, T.",exploratory search
"May, T.",multivariate time series
"May, T.",motion capture data
"May, T.",data aggregation
"May, T.",cluster glyph
"Schreck, T.",Visual analytics
"Schreck, T.",exploratory search
"Schreck, T.",multivariate time series
"Schreck, T.",motion capture data
"Schreck, T.",data aggregation
"Schreck, T.",cluster glyph
"Kohlhammer, J.",Visual analytics
"Kohlhammer, J.",exploratory search
"Kohlhammer, J.",multivariate time series
"Kohlhammer, J.",motion capture data
"Kohlhammer, J.",data aggregation
"Kohlhammer, J.",cluster glyph
"Schultz, T.",Image segmentation
"Schultz, T.",spectral clustering
"Schultz, T.",high-dimensional embeddings
"Schultz, T.",linked views
"Schultz, T.",programming with example
"Kindlmann, G.",Image segmentation
"Kindlmann, G.",spectral clustering
"Kindlmann, G.",high-dimensional embeddings
"Kindlmann, G.",linked views
"Kindlmann, G.",programming with example
"Bosch, H.",Microblog analysis
"Bosch, H.",Twitter
"Bosch, H.",text analytics
"Bosch, H.",social media monitoring
"Bosch, H.",live monitoring
"Bosch, H.",visual analytics
"Bosch, H.",information visualization
"Bosch, H.",filter construction
"Bosch, H.",query construction
"Bosch, H.",text classification
"Thom, D.",Microblog analysis
"Thom, D.",Twitter
"Thom, D.",text analytics
"Thom, D.",social media monitoring
"Thom, D.",live monitoring
"Thom, D.",visual analytics
"Thom, D.",information visualization
"Thom, D.",filter construction
"Thom, D.",query construction
"Thom, D.",text classification
"Heimerl, F.",Microblog analysis
"Heimerl, F.",Twitter
"Heimerl, F.",text analytics
"Heimerl, F.",social media monitoring
"Heimerl, F.",live monitoring
"Heimerl, F.",visual analytics
"Heimerl, F.",information visualization
"Heimerl, F.",filter construction
"Heimerl, F.",query construction
"Heimerl, F.",text classification
"Puttmann, E.",Microblog analysis
"Puttmann, E.",Twitter
"Puttmann, E.",text analytics
"Puttmann, E.",social media monitoring
"Puttmann, E.",live monitoring
"Puttmann, E.",visual analytics
"Puttmann, E.",information visualization
"Puttmann, E.",filter construction
"Puttmann, E.",query construction
"Puttmann, E.",text classification
"Koch, S.",Microblog analysis
"Koch, S.",Twitter
"Koch, S.",text analytics
"Koch, S.",social media monitoring
"Koch, S.",live monitoring
"Koch, S.",visual analytics
"Koch, S.",information visualization
"Koch, S.",filter construction
"Koch, S.",query construction
"Koch, S.",text classification
"Kruger, R.",Microblog analysis
"Kruger, R.",Twitter
"Kruger, R.",text analytics
"Kruger, R.",social media monitoring
"Kruger, R.",live monitoring
"Kruger, R.",visual analytics
"Kruger, R.",information visualization
"Kruger, R.",filter construction
"Kruger, R.",query construction
"Kruger, R.",text classification
"Worner, M.",Microblog analysis
"Worner, M.",Twitter
"Worner, M.",text analytics
"Worner, M.",social media monitoring
"Worner, M.",live monitoring
"Worner, M.",visual analytics
"Worner, M.",information visualization
"Worner, M.",filter construction
"Worner, M.",query construction
"Worner, M.",text classification
"Ertl, T.",Microblog analysis
"Ertl, T.",Twitter
"Ertl, T.",text analytics
"Ertl, T.",social media monitoring
"Ertl, T.",live monitoring
"Ertl, T.",visual analytics
"Ertl, T.",information visualization
"Ertl, T.",filter construction
"Ertl, T.",query construction
"Ertl, T.",text classification
Xinran Hu,Visual to parametric interaction
Xinran Hu,visual analytics
Xinran Hu,statistical models
"Bradel, L.",Visual to parametric interaction
"Bradel, L.",visual analytics
"Bradel, L.",statistical models
"Maiti, D.",Visual to parametric interaction
"Maiti, D.",visual analytics
"Maiti, D.",statistical models
"House, L.",Visual to parametric interaction
"House, L.",visual analytics
"House, L.",statistical models
"North, C.",Visual to parametric interaction
"North, C.",visual analytics
"North, C.",statistical models
"Leman, S.",Visual to parametric interaction
"Leman, S.",visual analytics
"Leman, S.",statistical models
Bing Wang,Synthetic data generation
Bing Wang,data editing
Bing Wang,data acquisition and management
Bing Wang,multivariate data
Bing Wang,high-dimensional data
Bing Wang,interaction
Bing Wang,user interface
Bing Wang,parallel coordinates
Bing Wang,scatterplot
Bing Wang,N-D navigation
Bing Wang,multiple views
"Ruchikachorn, P.",Synthetic data generation
"Ruchikachorn, P.",data editing
"Ruchikachorn, P.",data acquisition and management
"Ruchikachorn, P.",multivariate data
"Ruchikachorn, P.",high-dimensional data
"Ruchikachorn, P.",interaction
"Ruchikachorn, P.",user interface
"Ruchikachorn, P.",parallel coordinates
"Ruchikachorn, P.",scatterplot
"Ruchikachorn, P.",N-D navigation
"Ruchikachorn, P.",multiple views
"Mueller, K.",Synthetic data generation
"Mueller, K.",data editing
"Mueller, K.",data acquisition and management
"Mueller, K.",multivariate data
"Mueller, K.",high-dimensional data
"Mueller, K.",interaction
"Mueller, K.",user interface
"Mueller, K.",parallel coordinates
"Mueller, K.",scatterplot
"Mueller, K.",N-D navigation
"Mueller, K.",multiple views
"Andrienko, N.",Visual analytics
"Andrienko, N.",movement data
"Andrienko, N.",collective movement
"Andrienko, G.",Visual analytics
"Andrienko, G.",movement data
"Andrienko, G.",collective movement
"Barrett, L.",Visual analytics
"Barrett, L.",movement data
"Barrett, L.",collective movement
"Dostie, M.",Visual analytics
"Dostie, M.",movement data
"Dostie, M.",collective movement
"Henzi, P.",Visual analytics
"Henzi, P.",movement data
"Henzi, P.",collective movement
"Kurzhals, K.",Eye-tracking
"Kurzhals, K.",space-time cube
"Kurzhals, K.",dynamic areas of interest
"Kurzhals, K.",spatiotemporal clustering
"Kurzhals, K.",motion-compensated heat map
"Weiskopf, D.",Eye-tracking
"Weiskopf, D.",space-time cube
"Weiskopf, D.",dynamic areas of interest
"Weiskopf, D.",spatiotemporal clustering
"Weiskopf, D.",motion-compensated heat map
"Hajizadeh, A.H.",Collaboration
"Hajizadeh, A.H.",awareness
"Hajizadeh, A.H.",attentionally ambient visualization
"Hajizadeh, A.H.",brushing and linking
"Hajizadeh, A.H.",linked views
"Hajizadeh, A.H.",user study
"Tory, M.",Collaboration
"Tory, M.",awareness
"Tory, M.",attentionally ambient visualization
"Tory, M.",brushing and linking
"Tory, M.",linked views
"Tory, M.",user study
"Leung, R.",Collaboration
"Leung, R.",awareness
"Leung, R.",attentionally ambient visualization
"Leung, R.",brushing and linking
"Leung, R.",linked views
"Leung, R.",user study
"Hadlak, S.",Dynamic networks
"Hadlak, S.",visualization
"Hadlak, S.",supergraph clustering
"Schumann, H.",Dynamic networks
"Schumann, H.",visualization
"Schumann, H.",supergraph clustering
"Cap, C.H.",Dynamic networks
"Cap, C.H.",visualization
"Cap, C.H.",supergraph clustering
"Wollenberg, T.",Dynamic networks
"Wollenberg, T.",visualization
"Wollenberg, T.",supergraph clustering
"Monroe, M.",Event sequences
"Monroe, M.",simplification
"Monroe, M.",electronic heath records
"Monroe, M.",temporal query
Rongjian Lan,Event sequences
Rongjian Lan,simplification
Rongjian Lan,electronic heath records
Rongjian Lan,temporal query
Hanseung Lee,Event sequences
Hanseung Lee,simplification
Hanseung Lee,electronic heath records
Hanseung Lee,temporal query
"Plaisant, C.",Event sequences
"Plaisant, C.",simplification
"Plaisant, C.",electronic heath records
"Plaisant, C.",temporal query
"Shneiderman, B.",Event sequences
"Shneiderman, B.",simplification
"Shneiderman, B.",electronic heath records
"Shneiderman, B.",temporal query
"Andrews, C.",Sensemaking
"Andrews, C.",visual analytics
"Andrews, C.",physical navigation
"Andrews, C.",embodiment
"Andrews, C.",large and high-resolution displays
"North, C.",Sensemaking
"North, C.",visual analytics
"North, C.",physical navigation
"North, C.",embodiment
"North, C.",large and high-resolution displays
"Rind, A.",Visual Analytics
"Rind, A.",information visualization
"Rind, A.",toolkits
"Rind, A.",software infrastructure
"Rind, A.",time
"Rind, A.",temporal data
"Lammarsch, T.",Visual Analytics
"Lammarsch, T.",information visualization
"Lammarsch, T.",toolkits
"Lammarsch, T.",software infrastructure
"Lammarsch, T.",time
"Lammarsch, T.",temporal data
"Aigner, W.",Visual Analytics
"Aigner, W.",information visualization
"Aigner, W.",toolkits
"Aigner, W.",software infrastructure
"Aigner, W.",time
"Aigner, W.",temporal data
"Alsallakh, B.",Visual Analytics
"Alsallakh, B.",information visualization
"Alsallakh, B.",toolkits
"Alsallakh, B.",software infrastructure
"Alsallakh, B.",time
"Alsallakh, B.",temporal data
"Miksch, S.",Visual Analytics
"Miksch, S.",information visualization
"Miksch, S.",toolkits
"Miksch, S.",software infrastructure
"Miksch, S.",time
"Miksch, S.",temporal data
"Legg, P.A.",Visual knowledge discovery
"Legg, P.A.",data clustering
"Legg, P.A.",machine learning
"Legg, P.A.",multimedia visualization
"Chung, D.H.S.",Visual knowledge discovery
"Chung, D.H.S.",data clustering
"Chung, D.H.S.",machine learning
"Chung, D.H.S.",multimedia visualization
"Parry, M.L.",Visual knowledge discovery
"Parry, M.L.",data clustering
"Parry, M.L.",machine learning
"Parry, M.L.",multimedia visualization
"Bown, R.",Visual knowledge discovery
"Bown, R.",data clustering
"Bown, R.",machine learning
"Bown, R.",multimedia visualization
"Jones, M.W.",Visual knowledge discovery
"Jones, M.W.",data clustering
"Jones, M.W.",machine learning
"Jones, M.W.",multimedia visualization
"Griffiths, I.W.",Visual knowledge discovery
"Griffiths, I.W.",data clustering
"Griffiths, I.W.",machine learning
"Griffiths, I.W.",multimedia visualization
"Chen, M.",Visual knowledge discovery
"Chen, M.",data clustering
"Chen, M.",machine learning
"Chen, M.",multimedia visualization
"Kodagoda, N.",Visual analytics
"Kodagoda, N.",sense-making
"Kodagoda, N.",dataframe mode
"Kodagoda, N.",evaluation
"Kodagoda, N.",reasoning
"Kodagoda, N.",analysis
"Kodagoda, N.",interaction
"Kodagoda, N.",interface design
"Attfield, S.",Visual analytics
"Attfield, S.",sense-making
"Attfield, S.",dataframe mode
"Attfield, S.",evaluation
"Attfield, S.",reasoning
"Attfield, S.",analysis
"Attfield, S.",interaction
"Attfield, S.",interface design
"Wong, B.L.W.",Visual analytics
"Wong, B.L.W.",sense-making
"Wong, B.L.W.",dataframe mode
"Wong, B.L.W.",evaluation
"Wong, B.L.W.",reasoning
"Wong, B.L.W.",analysis
"Wong, B.L.W.",interaction
"Wong, B.L.W.",interface design
